Zeit;Fahrradbruecke;Fahrradbruecke stadteinwaerts;Fahrradbruecke stadtauswaerts;Symbol Wetter;Temperatur (°C);Gefuehlte Temperatur (°C);Regen (mm);Quelle
15.07.2022 04:00;14;9;5;Sonnig;14;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 05:00;46;32;14;Sonnig;15;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 06:00;194;101;93;Sonnig;15;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 07:00;908;584;324;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 08:00;823;467;356;Sonnig;19;19;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 09:00;899;519;380;Sonnig;21;21;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 10:00;741;387;354;Sonnig;22;22;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 11:00;825;395;430;Sonnig;23;24;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 12:00;967;458;509;Sonnig;25;26;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 13:00;1107;420;687;Sonnig;26;27;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 14:00;902;454;448;Sonnig;28;28;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 15:00;945;451;494;Sonnig;29;29;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 16:00;945;467;478;Sonnig;27;28;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 17:00;973;497;476;Leicht bewoelkt;25;27;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 18:00;953;478;475;Leicht bewoelkt;24;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 19:00;869;469;400;Leicht bewoelkt;21;21;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 20:00;691;318;373;Leicht bewoelkt;19;19;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 21:00;508;229;279;Leicht bewoelkt;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 22:00;418;169;249;Leicht bewoelkt;15;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.07.2022 23:00;400;118;282;Sonnig;15;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 00:00;254;69;185;Sonnig;14;14;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 01:00;146;39;107;Sonnig;13;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 02:00;112;39;73;Sonnig;13;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 03:00;61;26;35;Sonnig;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 04:00;45;22;23;Sonnig;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 05:00;44;25;19;Sonnig;12;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 06:00;64;38;26;Sonnig;13;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 07:00;116;61;55;Sonnig;15;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 08:00;309;172;137;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 09:00;548;312;236;Sonnig;19;19;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 10:00;697;381;316;Sonnig;21;21;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 11:00;759;430;329;Sonnig;22;22;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 12:00;778;428;350;Sonnig;23;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 13:00;837;427;410;Sonnig;24;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 14:00;781;377;404;Sonnig;24;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 15:00;778;349;429;Sonnig;25;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 16:00;755;357;398;Sonnig;24;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 17:00;750;364;386;Sonnig;24;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 18:00;810;413;397;Sonnig;24;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 19:00;705;392;313;Sonnig;21;21;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 20:00;637;274;363;Sonnig;18;18;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 21:00;522;241;281;Sonnig;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 22:00;440;210;230;Sonnig;15;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.07.2022 23:00;357;126;231;Sonnig;14;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 00:00;298;118;180;Sonnig;13;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 01:00;158;49;109;Sonnig;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 02:00;115;39;76;Sonnig;12;11;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 03:00;84;23;61;Sonnig;11;11;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 04:00;40;22;18;Sonnig;11;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 05:00;38;19;19;Sonnig;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 06:00;46;31;15;Sonnig;12;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 07:00;75;31;44;Sonnig;15;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 08:00;203;96;107;Sonnig;17;18;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 09:00;361;190;171;Sonnig;20;20;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 10:00;418;235;183;Sonnig;22;23;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 11:00;523;265;258;Sonnig;25;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 12:00;500;237;263;Sonnig;27;27;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 13:00;588;291;297;Sonnig;28;28;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 14:00;606;274;332;Sonnig;28;29;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 15:00;626;327;299;Sonnig;29;29;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 16:00;587;339;248;Sonnig;28;29;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 17:00;671;327;344;Sonnig;28;28;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 18:00;665;326;339;Sonnig;27;28;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 19:00;600;332;268;Sonnig;23;24;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 20:00;510;213;297;Sonnig;20;20;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 21:00;395;171;224;Sonnig;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 22:00;265;93;172;Sonnig;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.07.2022 23:00;103;42;61;Sonnig;15;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 00:00;77;35;42;Sonnig;14;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 01:00;16;9;7;Sonnig;14;14;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 02:00;11;9;2;Sonnig;13;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 03:00;4;3;1;Sonnig;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 04:00;12;7;5;Sonnig;13;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 05:00;46;30;16;Sonnig;13;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 06:00;210;123;87;Sonnig;13;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 07:00;1013;622;391;Sonnig;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 08:00;934;509;425;Sonnig;19;19;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 09:00;763;438;325;Sonnig;22;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 10:00;726;398;328;Sonnig;25;26;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 11:00;806;363;443;Sonnig;27;28;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 12:00;896;379;517;Sonnig;29;30;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 13:00;1022;449;573;Sonnig;30;30;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 14:00;846;414;432;Sonnig;31;31;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 15:00;995;507;488;Sonnig;31;32;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 16:00;1056;504;552;Sonnig;30;31;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 17:00;1194;584;610;Sonnig;29;30;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 18:00;1022;483;539;Sonnig;28;29;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 19:00;805;410;395;Sonnig;24;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 20:00;646;306;340;Sonnig;21;21;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 21:00;539;206;333;Sonnig;18;18;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 22:00;386;140;246;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.07.2022 23:00;202;74;128;Sonnig;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 00:00;90;33;57;Sonnig;15;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 01:00;55;23;32;Sonnig;14;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 02:00;16;7;9;Sonnig;14;14;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 03:00;13;9;4;Sonnig;13;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 04:00;14;10;4;Sonnig;13;14;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 05:00;64;41;23;Sonnig;13;14;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 06:00;223;121;102;Sonnig;14;14;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 07:00;1118;683;435;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 08:00;947;523;424;Sonnig;20;20;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 09:00;870;472;398;Sonnig;23;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 10:00;696;398;298;Sonnig;26;27;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 11:00;729;350;379;Sonnig;28;29;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 12:00;957;380;577;Sonnig;31;32;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 13:00;1030;453;577;Sonnig;32;33;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 14:00;827;382;445;Sonnig;33;34;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 15:00;933;447;486;Sonnig;33;34;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 16:00;1072;534;538;Sonnig;32;33;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 17:00;1176;625;551;Sonnig;31;32;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 18:00;1100;589;511;Sonnig;29;31;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 19:00;878;415;463;Sonnig;26;27;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 20:00;652;314;338;Sonnig;23;23;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 21:00;587;225;362;Sonnig;20;20;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 22:00;464;177;287;Sonnig;19;19;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.07.2022 23:00;254;93;161;Sonnig;18;18;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 00:00;98;37;61;Sonnig;18;18;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 01:00;73;35;38;Sonnig;18;18;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 02:00;26;9;17;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 03:00;7;4;3;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 04:00;21;10;11;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 05:00;58;42;16;Sonnig;18;18;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 06:00;203;114;89;Sonnig;18;18;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 07:00;1008;611;397;Sonnig;21;21;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 08:00;932;526;406;Sonnig;23;24;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 09:00;888;466;422;Sonnig;26;27;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 10:00;713;398;315;Sonnig;28;30;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 11:00;751;365;386;Sonnig;31;33;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 12:00;917;383;534;Sonnig;33;36;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 13:00;1106;470;636;Sonnig;34;37;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 14:00;801;365;436;Sonnig;35;37;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 15:00;863;398;465;Sonnig;35;38;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 16:00;1019;502;517;Sonnig;33;36;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 17:00;1118;553;565;Sonnig;32;34;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 18:00;1075;505;570;Sonnig;30;32;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 19:00;618;284;334;Sonnig;26;27;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 20:00;390;196;194;Leichter Regenschauer;22;22;0.4;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 21:00;354;132;222;Leichter Regenschauer;18;18;0.5;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 22:00;262;104;158;Leichter Regenschauer;17;17;0.3;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.07.2022 23:00;171;64;107;Stellenweiser Regenfall;17;17;0.2;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 00:00;65;17;48;Stellenweiser Regenfall;17;17;0.4;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 01:00;42;15;27;Stellenweiser Regenfall;17;17;0.2;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 02:00;25;13;12;Sonnig;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 03:00;11;8;3;Sonnig;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 04:00;15;11;4;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 05:00;49;25;24;Leichter Nebel;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 06:00;175;94;81;Leichter Nebel;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 07:00;923;576;347;Leichter Nebel;18;18;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 08:00;872;451;421;Leicht bewoelkt;20;20;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 09:00;720;390;330;Leicht bewoelkt;21;21;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 10:00;632;340;292;Leicht bewoelkt;22;22;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 11:00;683;336;347;Leicht bewoelkt;22;24;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 12:00;889;432;457;Leicht bewoelkt;23;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 13:00;1057;444;613;Leicht bewoelkt;23;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 14:00;873;423;450;Stellenweiser Regenfall;23;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 15:00;1041;525;516;Stellenweiser Regenfall;22;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 16:00;1060;499;561;Stellenweiser Regenfall;22;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 17:00;1188;583;605;Leichter Regenschauer;22;22;0.1;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 18:00;1061;543;518;Leichter Regenschauer;22;22;0.1;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 19:00;864;453;411;Leichter Regenschauer;20;20;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 20:00;688;306;382;Leicht bewoelkt;19;19;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 21:00;544;216;328;Leicht bewoelkt;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 22:00;465;201;264;Leicht bewoelkt;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
21.07.2022 23:00;311;91;220;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 00:00;139;41;98;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 01:00;72;22;50;Sonnig;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 02:00;27;10;17;Sonnig;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 03:00;16;11;5;Sonnig;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 04:00;22;14;8;Sonnig;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 05:00;66;31;35;Sonnig;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 06:00;190;108;82;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 07:00;849;575;274;Sonnig;19;19;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 08:00;871;491;380;Sonnig;22;22;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 09:00;851;459;392;Sonnig;24;26;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 10:00;747;384;363;Sonnig;26;28;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 11:00;855;414;441;Sonnig;29;31;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 12:00;988;399;589;Sonnig;31;33;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 13:00;1030;436;594;Sonnig;32;34;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 14:00;812;409;403;Sonnig;32;35;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 15:00;792;394;398;Sonnig;33;36;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 16:00;886;448;438;Sonnig;32;35;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 17:00;939;481;458;Sonnig;31;34;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 18:00;880;477;403;Sonnig;30;33;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 19:00;755;412;343;Sonnig;26;28;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 20:00;621;283;338;Sonnig;22;23;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 21:00;553;259;294;Sonnig;21;21;0.1;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 22:00;429;194;235;Sonnig;19;19;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
22.07.2022 23:00;341;128;213;Sonnig;18;18;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 00:00;339;109;230;Stellenweiser Regenfall;17;17;0.1;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 01:00;143;49;94;Stellenweiser Regenfall;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 02:00;100;44;56;Leicht bewoelkt;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 03:00;45;21;24;Leicht bewoelkt;15;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 04:00;34;18;16;Leicht bewoelkt;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 05:00;28;15;13;Stellenweise Gewitter und Niederschlaege;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 06:00;37;23;14;Stellenweise Gewitter und Niederschlaege;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 07:00;53;25;28;Stellenweise Gewitter und Niederschlaege;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 08:00;141;86;55;Leichter Regenschauer;18;18;0.2;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 09:00;253;143;110;Leichter Regenschauer;19;19;0.3;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 10:00;360;204;156;Leichter Regenschauer;21;21;0.1;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 11:00;464;245;219;Stellenweiser Regenfall;23;24;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 12:00;502;286;216;Stellenweiser Regenfall;25;26;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 13:00;535;286;249;Stellenweiser Regenfall;26;27;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 14:00;559;260;299;Stellenweiser Regenfall;26;27;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 15:00;628;306;322;Stellenweiser Regenfall;27;28;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 16:00;708;334;374;Stellenweiser Regenfall;26;27;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 17:00;699;335;364;Stellenweiser Regenfall;25;27;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 18:00;700;348;352;Stellenweiser Regenfall;25;26;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 19:00;561;271;290;Stellenweiser Regenfall;23;24;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 20:00;492;254;238;Stellenweiser Regenfall;20;20;0.2;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 21:00;421;210;211;Stellenweiser Regenfall;18;18;0.2;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 22:00;324;128;196;Stellenweiser Regenfall;17;17;0.1;Stadt Konstanz, Amt für Stadtplanung und Umwelt
23.07.2022 23:00;286;98;188;Stellenweiser Regenfall;16;16;0.2;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 00:00;213;67;146;Stellenweiser Regenfall;16;16;0.2;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 01:00;175;53;122;Stellenweiser Regenfall;16;16;0.1;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 02:00;120;44;76;Leicht bewoelkt;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 03:00;88;31;57;Leicht bewoelkt;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 04:00;60;22;38;Leicht bewoelkt;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 05:00;46;22;24;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 06:00;54;34;20;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 07:00;77;34;43;Sonnig;19;19;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 08:00;193;93;100;Sonnig;21;21;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 09:00;357;169;188;Sonnig;23;25;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 10:00;439;207;232;Sonnig;25;27;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 11:00;510;247;263;Sonnig;27;28;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 12:00;571;294;277;Sonnig;29;30;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 13:00;597;299;298;Sonnig;30;31;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 14:00;570;282;288;Sonnig;31;32;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 15:00;512;264;248;Sonnig;32;33;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 16:00;606;309;297;Sonnig;30;32;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 17:00;600;285;315;Sonnig;29;31;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 18:00;695;338;357;Sonnig;28;29;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 19:00;599;313;286;Sonnig;25;26;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 20:00;493;235;258;Sonnig;22;23;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 21:00;428;186;242;Sonnig;19;19;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 22:00;261;87;174;Sonnig;19;19;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
24.07.2022 23:00;149;57;92;Sonnig;18;18;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
