Zeit;Fahrradbruecke;Fahrradbruecke stadteinwaerts;Fahrradbruecke stadtauswaerts;Symbol Wetter;Temperatur (°C);Gefuehlte Temperatur (°C);Regen (mm);Quelle
06.03.2022 23:00;35;12;23;Sonnig;-3;-6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 00:00;13;3;10;Sonnig;-4;-6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 01:00;5;2;3;Sonnig;-4;-6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 02:00;5;1;4;Sonnig;-4;-6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 03:00;4;2;2;Sonnig;-4;-6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 04:00;7;6;1;Sonnig;-4;-6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 05:00;47;28;19;Sonnig;-4;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 06:00;154;94;60;Sonnig;-4;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 07:00;806;505;301;Sonnig;-3;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 08:00;563;282;281;Sonnig;-1;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 09:00;427;238;189;Sonnig;1;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 10:00;300;143;157;Sonnig;2;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 11:00;374;163;211;Sonnig;4;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 12:00;433;189;244;Sonnig;5;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 13:00;674;265;409;Sonnig;6;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 14:00;454;238;216;Sonnig;7;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 15:00;717;335;382;Sonnig;8;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 16:00;635;310;325;Sonnig;7;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 17:00;721;320;401;Sonnig;5;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 18:00;562;282;280;Sonnig;3;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 19:00;365;171;194;Sonnig;2;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 20:00;228;101;127;Sonnig;0;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 21:00;138;64;74;Sonnig;-2;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 22:00;98;50;48;Sonnig;-2;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
07.03.2022 23:00;48;15;33;Sonnig;-2;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 00:00;15;6;9;Sonnig;-3;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 01:00;18;8;10;Sonnig;-3;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 02:00;5;3;2;Sonnig;-4;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 03:00;3;2;1;Sonnig;-4;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 04:00;8;7;1;Sonnig;-4;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 05:00;38;23;15;Sonnig;-4;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 06:00;146;82;64;Sonnig;-4;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 07:00;730;442;288;Sonnig;-3;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 08:00;646;353;293;Sonnig;-1;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 09:00;496;297;199;Sonnig;0;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 10:00;350;180;170;Sonnig;2;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 11:00;383;196;187;Sonnig;4;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 12:00;512;203;309;Sonnig;5;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 13:00;627;270;357;Sonnig;6;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 14:00;553;257;296;Sonnig;7;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 15:00;712;335;377;Sonnig;8;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 16:00;656;306;350;Sonnig;6;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 17:00;779;362;417;Sonnig;4;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 18:00;605;273;332;Sonnig;2;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 19:00;395;190;205;Sonnig;1;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 20:00;247;112;135;Sonnig;-1;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 21:00;147;64;83;Sonnig;-3;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 22:00;117;47;70;Sonnig;-3;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
08.03.2022 23:00;75;35;40;Sonnig;-3;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 00:00;27;7;20;Sonnig;-4;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 01:00;17;8;9;Sonnig;-4;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 02:00;7;4;3;Sonnig;-4;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 03:00;7;6;1;Sonnig;-4;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 04:00;5;3;2;Sonnig;-4;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 05:00;50;34;16;Sonnig;-4;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 06:00;135;79;56;Sonnig;-4;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 07:00;770;461;309;Sonnig;-2;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 08:00;629;348;281;Sonnig;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 09:00;455;251;204;Sonnig;2;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 10:00;317;175;142;Sonnig;5;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 11:00;375;174;201;Sonnig;7;7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 12:00;533;247;286;Sonnig;10;10;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 13:00;724;329;395;Sonnig;10;10;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 14:00;596;273;323;Sonnig;11;11;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 15:00;676;317;359;Sonnig;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 16:00;708;313;395;Sonnig;10;10;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 17:00;839;399;440;Sonnig;8;8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 18:00;604;260;344;Sonnig;6;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 19:00;340;150;190;Sonnig;4;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 20:00;288;148;140;Sonnig;2;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 21:00;167;74;93;Sonnig;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 22:00;143;58;85;Sonnig;-1;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
09.03.2022 23:00;85;34;51;Sonnig;-2;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 00:00;46;15;31;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 01:00;22;9;13;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 02:00;6;0;6;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 03:00;16;8;8;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 04:00;8;5;3;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 05:00;39;27;12;Sonnig;-4;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 06:00;144;89;55;Sonnig;-4;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 07:00;777;447;330;Sonnig;-2;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 08:00;626;334;292;Sonnig;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 09:00;488;267;221;Sonnig;3;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 10:00;315;171;144;Sonnig;5;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 11:00;435;216;219;Sonnig;7;8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 12:00;527;230;297;Sonnig;10;10;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 13:00;718;319;399;Sonnig;11;11;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 14:00;602;286;316;Sonnig;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 15:00;815;388;427;Sonnig;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 16:00;721;351;370;Sonnig;10;10;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 17:00;819;352;467;Sonnig;9;9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 18:00;700;301;399;Sonnig;7;7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 19:00;422;224;198;Sonnig;5;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 20:00;283;157;126;Bedeckt;3;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 21:00;165;74;91;Bedeckt;1;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 22:00;157;54;103;Bedeckt;1;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.03.2022 23:00;70;30;40;Leicht bewoelkt;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 00:00;42;15;27;Leicht bewoelkt;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 01:00;34;12;22;Leicht bewoelkt;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 02:00;16;7;9;Bewoelkt;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 03:00;4;2;2;Bewoelkt;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 04:00;8;5;3;Bewoelkt;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 05:00;38;27;11;Bedeckt;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 06:00;140;84;56;Bedeckt;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 07:00;758;440;318;Bedeckt;2;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 08:00;597;326;271;Leicht bewoelkt;3;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 09:00;493;296;197;Leicht bewoelkt;5;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 10:00;383;203;180;Leicht bewoelkt;7;7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 11:00;486;238;248;Leicht bewoelkt;9;9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 12:00;684;310;374;Leicht bewoelkt;11;11;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 13:00;868;355;513;Leicht bewoelkt;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 14:00;685;318;367;Leicht bewoelkt;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 15:00;683;316;367;Leicht bewoelkt;12;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 16:00;620;272;348;Leicht bewoelkt;11;11;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 17:00;682;307;375;Sonnig;10;9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 18:00;518;233;285;Sonnig;8;8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 19:00;396;216;180;Sonnig;7;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 20:00;262;140;122;Sonnig;5;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 21:00;164;86;78;Sonnig;4;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 22:00;183;78;105;Sonnig;3;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.03.2022 23:00;101;36;65;Sonnig;2;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 00:00;91;41;50;Sonnig;2;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 01:00;76;24;52;Sonnig;2;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 02:00;41;12;29;Sonnig;1;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 03:00;31;13;18;Sonnig;1;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 04:00;17;8;9;Sonnig;1;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 05:00;30;19;11;Sonnig;1;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 06:00;54;32;22;Sonnig;1;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 07:00;76;35;41;Sonnig;2;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 08:00;157;88;69;Sonnig;3;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 09:00;316;183;133;Sonnig;5;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 10:00;432;235;197;Sonnig;7;7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 11:00;441;257;184;Sonnig;9;9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 12:00;552;292;260;Sonnig;11;11;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 13:00;617;310;307;Sonnig;11;11;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 14:00;735;375;360;Sonnig;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 15:00;581;339;242;Sonnig;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 16:00;653;317;336;Sonnig;10;10;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 17:00;619;272;347;Sonnig;9;9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 18:00;535;229;306;Sonnig;7;7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 19:00;278;139;139;Sonnig;5;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 20:00;273;138;135;Sonnig;4;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 21:00;127;53;74;Sonnig;3;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 22:00;134;54;80;Sonnig;2;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.03.2022 23:00;122;42;80;Sonnig;1;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 00:00;107;43;64;Sonnig;0;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 01:00;66;25;41;Sonnig;0;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 02:00;42;19;23;Sonnig;0;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 03:00;25;3;22;Sonnig;-1;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 04:00;12;5;7;Sonnig;-1;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 05:00;19;15;4;Leicht bewoelkt;-1;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 06:00;27;19;8;Leicht bewoelkt;-1;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 07:00;40;14;26;Leicht bewoelkt;1;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 08:00;77;36;41;Leicht bewoelkt;3;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 09:00;179;91;88;Leicht bewoelkt;5;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 10:00;231;115;116;Leicht bewoelkt;7;7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 11:00;339;174;165;Sonnig;9;10;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 12:00;387;176;211;Sonnig;11;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 13:00;519;262;257;Sonnig;12;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 14:00;540;289;251;Sonnig;13;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 15:00;511;279;232;Sonnig;14;14;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 16:00;496;261;235;Sonnig;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 17:00;528;278;250;Sonnig;10;10;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 18:00;401;194;207;Sonnig;9;9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 19:00;199;91;108;Sonnig;7;7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 20:00;121;51;70;Sonnig;5;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 21:00;90;27;63;Sonnig;3;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 22:00;77;30;47;Sonnig;3;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.03.2022 23:00;48;19;29;Leicht bewoelkt;3;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 00:00;26;7;19;Leicht bewoelkt;3;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 01:00;16;13;3;Leicht bewoelkt;2;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 02:00;3;2;1;Bedeckt;2;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 03:00;4;3;1;Bedeckt;1;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 04:00;7;5;2;Bedeckt;1;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 05:00;51;31;20;Leicht bewoelkt;1;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 06:00;154;92;62;Leicht bewoelkt;2;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 07:00;955;581;374;Leicht bewoelkt;3;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 08:00;630;341;289;Sonnig;5;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 09:00;580;364;216;Sonnig;7;7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 10:00;421;224;197;Sonnig;9;9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 11:00;576;298;278;Sonnig;11;10;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 12:00;560;232;328;Sonnig;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 13:00;833;353;480;Sonnig;13;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 14:00;648;331;317;Leicht bewoelkt;13;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 15:00;898;408;490;Leicht bewoelkt;14;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 16:00;775;350;425;Leicht bewoelkt;13;11;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 17:00;897;382;515;Leicht bewoelkt;11;10;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 18:00;764;331;433;Leicht bewoelkt;10;8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 19:00;497;255;242;Leicht bewoelkt;8;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 20:00;281;130;151;Sonnig;7;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 21:00;201;100;101;Sonnig;5;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 22:00;127;51;76;Sonnig;5;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.03.2022 23:00;66;18;48;Leicht bewoelkt;5;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 00:00;36;22;14;Leicht bewoelkt;4;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 01:00;19;8;11;Leicht bewoelkt;4;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 02:00;11;6;5;Bewoelkt;4;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 03:00;11;8;3;Bewoelkt;4;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 04:00;12;9;3;Bewoelkt;4;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 05:00;39;27;12;Bedeckt;4;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 06:00;154;85;69;Bedeckt;5;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 07:00;853;559;294;Bedeckt;6;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 08:00;610;316;294;Leicht bewoelkt;7;7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 09:00;515;298;217;Leicht bewoelkt;9;9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 10:00;320;178;142;Leicht bewoelkt;10;10;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 11:00;462;256;206;Bedeckt;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 12:00;531;217;314;Bedeckt;14;14;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 13:00;679;306;373;Bedeckt;14;14;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 14:00;515;263;252;Leicht bewoelkt;15;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 15:00;850;397;453;Leicht bewoelkt;15;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 16:00;629;264;365;Leicht bewoelkt;14;14;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 17:00;782;360;422;Sonnig;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 18:00;654;288;366;Sonnig;11;10;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 19:00;418;197;221;Sonnig;9;9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 20:00;288;138;150;Leicht bewoelkt;8;7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 21:00;180;71;109;Leicht bewoelkt;7;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 22:00;128;57;71;Leicht bewoelkt;7;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.03.2022 23:00;89;25;64;Leicht bewoelkt;7;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 00:00;36;15;21;Leicht bewoelkt;8;7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 01:00;17;6;11;Leicht bewoelkt;7;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 02:00;7;3;4;Sonnig;7;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 03:00;10;5;5;Sonnig;7;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 04:00;9;6;3;Sonnig;6;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 05:00;57;37;20;Sonnig;6;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 06:00;173;96;77;Sonnig;6;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 07:00;983;661;322;Sonnig;8;7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 08:00;703;400;303;Sonnig;9;9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 09:00;644;392;252;Sonnig;11;11;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 10:00;395;205;190;Sonnig;12;12;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 11:00;597;254;343;Sonnig;14;14;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 12:00;625;290;335;Sonnig;16;16;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 13:00;1012;522;490;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 14:00;635;289;346;Sonnig;19;19;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 15:00;877;352;525;Sonnig;20;20;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 16:00;797;367;430;Sonnig;19;19;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 17:00;1021;452;569;Sonnig;17;17;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 18:00;722;332;390;Sonnig;15;15;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.03.2022 19:00;472;240;232;Sonnig;13;13;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
