Zeit;Fahrradbruecke;Fahrradbruecke stadteinwaerts Fahrraeder;Fahrradbruecke stadtauswaerts Fahrraeder;Symbol Wetter;Temperatur (°C);Gefuehlte Temperatur (°C);Regen (mm);Quelle
28.03.2023 20:00;417;176;241;Bedeckt;1;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
28.03.2023 21:00;294;118;176;Bedeckt;0;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
28.03.2023 22:00;201;89;112;Bedeckt;0;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
28.03.2023 23:00;109;39;70;Bedeckt;1;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 00:00;46;23;23;Bedeckt;2;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 01:00;30;15;15;Bedeckt;2;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 02:00;12;8;4;Bedeckt;2;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 03:00;9;5;4;Leicht bewoelkt;2;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 04:00;7;3;4;Bedeckt;3;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 05:00;44;27;17;Leicht bewoelkt;3;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 06:00;160;89;71;Bedeckt;2;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 07:00;954;617;337;Leicht bewoelkt;3;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 08:00;710;394;316;Bedeckt;5;5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 09:00;580;357;223;Bewoelkt;7;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 10:00;377;208;169;Leicht bewoelkt;9;8;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 11:00;503;227;276;Leicht bewoelkt;11;10;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 12:00;671;253;418;Leicht bewoelkt;13;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 13:00;888;457;431;Leicht bewoelkt;15;14;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 14:00;590;322;268;Leicht bewoelkt;16;16;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 15:00;786;374;412;Sonnig;17;17;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 16:00;818;363;455;Sonnig;16;16;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 17:00;934;399;535;Sonnig;15;15;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 18:00;763;329;434;Bedeckt;11;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 19:00;537;230;307;Bedeckt;10;10;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 20:00;376;173;203;Bedeckt;9;9;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 21:00;289;102;187;Leicht bewoelkt;9;9;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 22:00;224;92;132;Leicht bewoelkt;8;7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
29.03.2023 23:00;119;44;75;Leicht bewoelkt;7;7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 00:00;67;20;47;Bedeckt;8;8;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 01:00;43;8;35;Stellenweiser Regenfall;7;7;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 02:00;13;6;7;Bedeckt;7;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 03:00;6;4;2;Bedeckt;7;7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 04:00;8;6;2;Bedeckt;6;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 05:00;40;28;12;Stellenweise Gewitter und Niederschlaege;7;7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 06:00;141;67;74;Leicht bewoelkt;6;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 07:00;859;546;313;Leicht bewoelkt;7;7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 08:00;704;390;314;Bedeckt;9;9;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 09:00;608;369;239;Bedeckt;11;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 10:00;384;214;170;Bewoelkt;14;14;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 11:00;515;279;236;Bedeckt;14;14;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 12:00;489;216;273;Stellenweiser Regenfall;14;13;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 13:00;748;301;447;Bedeckt;12;10;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 14:00;437;217;220;Leichter Regenfall;12;10;1.6;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 15:00;718;339;379;Nieselregen;12;10;0.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 16:00;692;329;363;Maeßiger Regenfall;11;9;3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 17:00;877;377;500;Stellenweiser Nieselregen;11;9;0.5;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 18:00;719;283;436;Leichter Regenfall;11;9;0.8;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 19:00;585;299;286;Leichter Regenfall;10;8;2.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 20:00;378;169;209;Nieselregen;10;7;0.4;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 21:00;259;109;150;Stellenweiser Regenfall;9;7;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 22:00;235;89;146;Nieselregen;9;7;0.7;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
30.03.2023 23:00;159;53;106;Leicht bewoelkt;9;7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 00:00;71;22;49;Nebel;6;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 01:00;49;15;34;Nebel;6;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 02:00;35;26;9;Nebel;6;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 03:00;23;22;1;Nebel;6;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 04:00;17;15;2;Nieselregen;6;6;0.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 05:00;47;30;17;Nebel;6;6;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 06:00;128;72;56;Nebel;6;6;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 07:00;760;464;296;Leichter Regenfall;7;7;1.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 08:00;545;306;239;Leichter Regenfall;8;7;1.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 09:00;453;273;180;Leichter Regenfall;8;5;1.9;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 10:00;386;216;170;Maeßiger Regenfall;9;5;4.4;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 11:00;398;186;212;Stellenweiser leichter Regenfall;10;7;0.8;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 12:00;532;238;294;Leichter Regenschauer;12;10;0.9;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 13:00;680;244;436;Maeßiger Regenfall;13;11;2.9;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 14:00;495;241;254;Leichter Regenschauer;13;10;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 15:00;430;179;251;Leicht bewoelkt;13;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 16:00;474;218;256;Leichter Regenschauer;13;10;0.7;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 17:00;467;203;264;Stellenweise Gewitter und Niederschlaege;11;8;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 18:00;432;204;228;Leichter Regenschauer;10;6;0.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 19:00;397;234;163;Leichter Regenschauer;8;5;0.8;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 20:00;252;110;142;Nieselregen;8;4;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 21:00;203;103;100;Nieselregen;8;4;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 22:00;187;81;106;Leichter Regenfall;8;4;1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
31.03.2023 23:00;129;55;74;Leichter Regenschauer;7;4;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 00:00;135;51;84;Leichter Regenschauer;7;4;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 01:00;69;22;47;Bedeckt;6;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 02:00;49;18;31;Nieselregen;6;3;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 03:00;31;12;19;Nieselregen;6;2;0.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 04:00;25;15;10;Leichter Regenfall;6;2;2.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 05:00;30;17;13;Nieselregen;5;2;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 06:00;40;22;18;Nieselregen;5;1;0.6;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 07:00;66;37;29;Leichter Regenfall;5;1;1.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 08:00;151;91;60;Nieselregen;5;1;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 09:00;241;139;102;Nieselregen;5;1;0.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 10:00;327;174;153;Leichter Regenfall;5;1;1.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 11:00;307;166;141;Nieselregen;5;1;0.4;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 12:00;335;181;154;Nieselregen;6;2;0.5;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 13:00;348;167;181;Leichter Regenfall;6;2;1.9;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 14:00;337;170;167;Bedeckt;6;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 15:00;340;134;206;Bedeckt;7;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 16:00;331;165;166;Stellenweiser Regenfall;7;3;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 17:00;343;149;194;Bedeckt;7;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 18:00;405;204;201;Bedeckt;7;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 19:00;281;149;132;Bedeckt;7;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 20:00;279;135;144;Bedeckt;6;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 21:00;235;91;144;Bedeckt;6;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 22:00;186;74;112;Stellenweiser Regenfall;6;3;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
01.04.2023 23:00;118;44;74;Bedeckt;6;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 00:00;138;48;90;Nieselregen;5;1;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 01:00;128;52;76;Bedeckt;5;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 02:00;60;31;29;Nieselregen;5;1;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 03:00;59;23;36;Bedeckt;5;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 04:00;35;22;13;Leichter Regenfall;5;1;0.8;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 05:00;32;14;18;Bedeckt;5;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 06:00;20;12;8;Nieselregen;5;1;0.4;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 07:00;26;13;13;Bedeckt;5;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 08:00;51;28;23;Leichter Regenfall;5;2;0.9;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 09:00;167;68;99;Nieselregen;4;3;0.4;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 10:00;184;88;96;Starker Schneefall;3;0;2.4;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 11:00;276;137;139;Starker Schneefall;3;1;0.4;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 12:00;250;127;123;Starker Schneefall;2;0;0.9;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 13:00;276;139;137;Starker Schneefall;2;0;3.6;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 14:00;360;176;184;Starker Schneefall;3;1;0.7;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 15:00;348;170;178;Starker Schneefall;3;1;0.6;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 16:00;409;215;194;Starker Schneefall;3;1;1.7;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 17:00;422;197;225;Maeßige bis starke Schneefaelle;3;1;0.5;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 18:00;374;172;202;Maeßige bis starke Schneefaelle;3;0;0.4;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 19:00;257;128;129;Starker Schneefall;2;0;2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 20:00;172;82;90;Bewoelkt;1;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 21:00;129;62;67;Leicht bewoelkt;0;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 22:00;124;54;70;Bedeckt;0;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
02.04.2023 23:00;58;28;30;Leicht bewoelkt;0;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 00:00;21;10;11;Leichter Nebel;4;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 01:00;7;5;2;Leichter Nebel;4;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 02:00;3;0;3;Stellenweiser Regenfall;3;-1;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 03:00;2;1;1;Leichter Schneefall;3;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 04:00;8;3;5;Starker Schneefall;2;-2;0.4;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 05:00;51;28;23;Maeßige bis starke Schneefaelle;1;-3;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 06:00;142;88;54;Maeßige bis starke Schneefaelle;1;-4;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 07:00;934;617;317;Starker Schneefall;1;-4;0.7;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 08:00;673;377;296;Leichter Schneefall;2;-3;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 09:00;622;378;244;Leichter Schneefall;3;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 10:00;398;217;181;Maeßiger Schneefall;3;-1;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 11:00;540;272;268;Leichter Schneefall;4;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 12:00;595;275;320;Leichter Schneefall;4;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 13:00;828;359;469;Maeßige bis starke Schneefaelle;4;0;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 14:00;551;282;269;Bedeckt;5;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 15:00;835;366;469;Bedeckt;5;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 16:00;730;323;407;Leicht bewoelkt;4;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 17:00;920;355;565;Sonnig;5;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 18:00;688;325;363;Sonnig;7;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 19:00;436;211;225;Sonnig;4;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 20:00;340;134;206;Sonnig;1;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 21:00;206;95;111;Sonnig;0;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 22:00;169;69;100;Sonnig;0;-5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
03.04.2023 23:00;79;35;44;Sonnig;-1;-5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 00:00;50;19;31;Sonnig;0;-6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 01:00;28;14;14;Sonnig;-1;-6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 02:00;7;3;4;Sonnig;-1;-7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 03:00;9;2;7;Sonnig;-2;-7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 04:00;12;10;2;Sonnig;-2;-8;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 05:00;48;31;17;Sonnig;-2;-8;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 06:00;158;85;73;Sonnig;-2;-8;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 07:00;732;410;322;Sonnig;-1;-7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 08:00;748;414;334;Sonnig;0;-5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 09:00;892;640;252;Sonnig;3;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 10:00;422;242;180;Sonnig;4;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 11:00;543;255;288;Sonnig;8;5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 12:00;659;275;384;Sonnig;10;7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 13:00;869;349;520;Sonnig;11;8;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 14:00;680;315;365;Sonnig;10;7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 15:00;789;367;422;Sonnig;10;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 16:00;744;340;404;Sonnig;10;7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 17:00;909;367;542;Sonnig;9;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 18:00;781;331;450;Sonnig;7;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 19:00;589;247;342;Sonnig;5;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 20:00;364;140;224;Sonnig;1;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 21:00;258;104;154;Sonnig;0;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 22:00;212;91;121;Sonnig;-1;-5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
04.04.2023 23:00;161;63;98;Sonnig;-2;-6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 00:00;42;13;29;Sonnig;-3;-6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 01:00;49;33;16;Sonnig;-3;-6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 02:00;12;9;3;Sonnig;-3;-6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 03:00;16;6;10;Sonnig;-4;-6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 04:00;10;5;5;Sonnig;-4;-6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 05:00;59;39;20;Sonnig;-4;-6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 06:00;132;75;57;Sonnig;-4;-6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 07:00;470;319;151;Sonnig;-1;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 08:00;659;363;296;Sonnig;1;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 09:00;529;337;192;Sonnig;3;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 10:00;399;207;192;Sonnig;5;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 11:00;527;255;272;Sonnig;7;5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 12:00;577;282;295;Sonnig;9;7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 13:00;601;309;292;Sonnig;10;8;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 14:00;586;267;319;Sonnig;10;9;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 15:00;706;355;351;Sonnig;10;9;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 16:00;745;339;406;Sonnig;10;9;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 17:00;895;362;533;Sonnig;8;7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 18:00;715;299;416;Sonnig;7;5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 19:00;588;248;340;Leicht bewoelkt;2;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 20:00;357;152;205;Leicht bewoelkt;1;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 21:00;258;122;136;Sonnig;-1;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 22:00;220;91;129;Sonnig;-2;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
05.04.2023 23:00;113;38;75;Sonnig;-2;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 00:00;75;14;61;Leicht bewoelkt;-2;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 01:00;56;16;40;Leicht bewoelkt;-2;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 02:00;11;6;5;Leicht bewoelkt;-3;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 03:00;8;1;7;Sonnig;-3;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 04:00;9;6;3;Sonnig;-3;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 05:00;50;34;16;Sonnig;-4;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 06:00;156;90;66;Sonnig;-4;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 07:00;392;244;148;Sonnig;-1;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 08:00;501;292;209;Sonnig;2;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 09:00;525;344;181;Sonnig;5;5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 10:00;429;251;178;Sonnig;8;8;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 11:00;572;272;300;Sonnig;11;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 12:00;544;276;268;Sonnig;12;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 13:00;657;313;344;Sonnig;12;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 14:00;612;293;319;Sonnig;12;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 15:00;657;311;346;Sonnig;12;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 16:00;730;334;396;Sonnig;12;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 17:00;787;325;462;Sonnig;11;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 18:00;639;267;372;Sonnig;8;8;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 19:00;469;197;272;Sonnig;5;5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 20:00;350;155;195;Sonnig;3;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 21:00;231;131;100;Leicht bewoelkt;2;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 22:00;184;71;113;Bedeckt;2;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
06.04.2023 23:00;130;59;71;Bedeckt;2;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
07.04.2023 00:00;108;29;79;Bewoelkt;1;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
07.04.2023 01:00;63;19;44;Leicht bewoelkt;1;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
07.04.2023 02:00;39;6;33;Bedeckt;0;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
