Zeit;Fahrradbruecke;Fahrradbruecke stadteinwaerts Fahrraeder;Fahrradbruecke stadtauswaerts Fahrraeder;Symbol Wetter;Temperatur (°C);Gefuehlte Temperatur (°C);Regen (mm);Quelle
16.06.2023 00:00;117;48;69;Leicht bewoelkt;10;10;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 01:00;48;24;24;Leicht bewoelkt;10;10;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 02:00;20;9;11;Sonnig;10;10;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 03:00;24;15;9;Sonnig;9;9;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 04:00;14;8;6;Sonnig;9;9;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 05:00;67;43;24;Sonnig;9;9;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 06:00;197;97;100;Leicht bewoelkt;12;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 07:00;1047;680;367;Leicht bewoelkt;15;15;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 08:00;916;525;391;Sonnig;18;18;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 09:00;942;554;388;Sonnig;20;20;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 10:00;760;425;335;Sonnig;22;24;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 11:00;811;396;415;Leicht bewoelkt;24;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 12:00;1073;470;603;Leicht bewoelkt;23;24;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 13:00;1244;490;754;Leicht bewoelkt;23;24;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 14:00;893;456;437;Leicht bewoelkt;24;24;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 15:00;1004;472;532;Leicht bewoelkt;25;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 16:00;1093;525;568;Bewoelkt;24;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 17:00;1070;509;561;Stellenweise Gewitter und Niederschlaege;22;22;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 18:00;1037;510;527;Leicht bewoelkt;20;20;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 19:00;862;430;432;Stellenweiser Regenfall;19;19;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 20:00;615;311;304;Sonnig;14;14;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 21:00;536;243;293;Sonnig;12;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 22:00;479;191;288;Leicht bewoelkt;11;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.06.2023 23:00;351;104;247;Stellenweise Gewitter und Niederschlaege;11;10;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 00:00;255;66;189;Sonnig;11;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 01:00;138;40;98;Sonnig;10;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 02:00;71;22;49;Sonnig;10;10;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 03:00;67;29;38;Sonnig;9;9;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 04:00;38;13;25;Sonnig;9;9;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 05:00;44;26;18;Sonnig;9;9;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 06:00;66;32;34;Sonnig;11;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 07:00;137;73;64;Sonnig;15;15;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 08:00;381;219;162;Sonnig;18;18;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 09:00;590;316;274;Sonnig;21;21;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 10:00;764;416;348;Sonnig;23;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 11:00;739;388;351;Sonnig;26;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 12:00;826;406;420;Sonnig;29;28;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 13:00;804;396;408;Sonnig;27;26;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 14:00;800;357;443;Leicht bewoelkt;27;26;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 15:00;773;394;379;Leicht bewoelkt;27;26;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 16:00;940;537;403;Leicht bewoelkt;24;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 17:00;894;525;369;Leicht bewoelkt;24;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 18:00;758;472;286;Leicht bewoelkt;24;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 19:00;548;341;207;Leicht bewoelkt;21;21;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 20:00;390;221;169;Leicht bewoelkt;17;17;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 21:00;290;134;156;Sonnig;16;16;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 22:00;272;111;161;Sonnig;14;15;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.06.2023 23:00;276;102;174;Sonnig;14;14;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 00:00;262;84;178;Sonnig;13;13;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 01:00;245;47;198;Sonnig;12;13;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 02:00;197;47;150;Sonnig;12;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 03:00;94;17;77;Sonnig;11;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 04:00;51;10;41;Sonnig;10;10;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 05:00;50;27;23;Sonnig;11;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 06:00;83;43;40;Sonnig;13;13;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 07:00;129;83;46;Sonnig;16;16;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 08:00;286;163;123;Sonnig;19;19;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 09:00;396;219;177;Sonnig;22;22;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 10:00;443;273;170;Sonnig;24;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 11:00;364;167;197;Sonnig;29;29;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 12:00;335;147;188;Sonnig;31;30;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 13:00;376;185;191;Sonnig;30;29;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 14:00;418;191;227;Sonnig;30;29;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 15:00;425;179;246;Sonnig;30;29;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 16:00;450;205;245;Sonnig;29;28;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 17:00;589;267;322;Sonnig;29;28;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 18:00;558;258;300;Sonnig;26;27;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 19:00;495;228;267;Leicht bewoelkt;22;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 20:00;440;197;243;Sonnig;20;20;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 21:00;338;126;212;Sonnig;18;18;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 22:00;234;80;154;Sonnig;17;17;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.06.2023 23:00;113;37;76;Leicht bewoelkt;16;16;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 00:00;59;25;34;Leicht bewoelkt;18;18;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 01:00;21;2;19;Sonnig;17;17;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 02:00;9;3;6;Sonnig;15;15;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 03:00;9;4;5;Leicht bewoelkt;14;14;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 04:00;16;7;9;Leichter Regenschauer;14;14;0.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 05:00;60;40;20;Leichter Nebel;14;14;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 06:00;238;153;85;Stellenweiser Regenfall;16;16;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 07:00;926;570;356;Leichter Regenschauer;18;18;0.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 08:00;701;386;315;Leicht bewoelkt;20;20;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 09:00;824;498;326;Leicht bewoelkt;23;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 10:00;583;334;249;Sonnig;25;26;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 11:00;729;333;396;Sonnig;28;28;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 12:00;769;365;404;Sonnig;31;31;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 13:00;1098;511;587;Sonnig;32;33;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 14:00;855;419;436;Sonnig;33;34;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 15:00;1153;586;567;Sonnig;33;33;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 16:00;1042;519;523;Sonnig;32;33;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 17:00;1233;565;668;Sonnig;31;31;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 18:00;1103;530;573;Sonnig;30;31;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 19:00;870;376;494;Sonnig;25;27;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 20:00;633;244;389;Sonnig;21;21;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 21:00;517;200;317;Sonnig;19;19;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 22:00;302;131;171;Sonnig;18;18;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.06.2023 23:00;168;62;106;Sonnig;17;17;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 00:00;46;16;30;Leicht bewoelkt;16;16;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 01:00;25;11;14;Leicht bewoelkt;16;16;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 02:00;16;12;4;Leicht bewoelkt;17;17;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 03:00;14;6;8;Leichter Nebel;16;16;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 04:00;10;7;3;Leichter Regenschauer;15;15;0.5;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 05:00;58;41;17;Leichter Regenschauer;16;16;0.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 06:00;226;124;102;Leichter Regenschauer;17;17;0.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 07:00;1111;726;385;Leichter Regenschauer;18;18;1.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 08:00;1005;552;453;Leicht bewoelkt;20;20;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 09:00;950;562;388;Sonnig;23;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 10:00;690;339;351;Sonnig;25;26;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 11:00;810;392;418;Sonnig;30;32;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 12:00;882;361;521;Sonnig;30;30;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 13:00;1099;504;595;Sonnig;30;31;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 14:00;861;405;456;Sonnig;31;32;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 15:00;1158;484;674;Sonnig;31;31;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 16:00;1109;496;613;Sonnig;32;34;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 17:00;1323;644;679;Sonnig;31;32;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 18:00;1192;556;636;Sonnig;28;29;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 19:00;872;415;457;Maeßiger bis starker Regen mit Gewitter;21;21;9.8;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 20:00;566;257;309;Teilweise maeßiger Regenfall;18;18;4.4;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 21:00;453;177;276;Leichter Nebel;18;18;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 22:00;368;133;235;Teilweise maeßiger Regenfall;16;16;4.5;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
20.06.2023 23:00;195;62;133;Leichter Nebel;15;15;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 00:00;86;27;59;Leichter Regenschauer;15;16;1.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 01:00;34;17;17;Nebel;15;15;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 02:00;13;4;9;Leichter Nebel;15;15;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 03:00;4;0;4;Leichter Nebel;14;14;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 04:00;12;8;4;Stellenweiser Regenfall;14;14;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 05:00;74;51;23;Leichter Nebel;14;14;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 06:00;252;122;130;Sonnig;16;16;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 07:00;1129;708;421;Stellenweiser Regenfall;18;18;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 08:00;1035;587;448;Sonnig;20;20;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 09:00;916;512;404;Leicht bewoelkt;24;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 10:00;369;182;187;Leicht bewoelkt;26;27;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 11:00;706;328;378;Stellenweise Gewitter und Niederschlaege;29;31;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 12:00;774;326;448;Stellenweise Gewitter und Niederschlaege;31;32;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 13:00;1135;536;599;Stellenweise Gewitter und Niederschlaege;32;32;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 14:00;826;409;417;Stellenweise Gewitter und Niederschlaege;32;33;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 15:00;1034;450;584;Sonnig;33;33;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 16:00;1108;543;565;Sonnig;32;33;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 17:00;1326;633;693;Sonnig;33;34;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 18:00;1203;548;655;Stellenweise Gewitter und Niederschlaege;29;30;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 19:00;838;441;397;Stellenweise Gewitter und Niederschlaege;24;26;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 20:00;616;319;297;Sonnig;20;20;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 21:00;617;267;350;Sonnig;19;19;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 22:00;424;199;225;Sonnig;18;18;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
21.06.2023 23:00;259;87;172;Sonnig;17;17;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 00:00;146;32;114;Sonnig;18;18;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 01:00;50;19;31;Leichter Nebel;17;17;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 02:00;26;13;13;Leichter Nebel;17;17;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 03:00;24;11;13;Leichter Nebel;16;16;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 04:00;20;13;7;Leichter Nebel;16;16;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 05:00;58;44;14;Leichter Nebel;16;16;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 06:00;246;126;120;Leicht bewoelkt;18;18;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 07:00;1078;665;413;Leicht bewoelkt;20;20;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 08:00;990;515;475;Sonnig;22;22;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 09:00;930;517;413;Sonnig;24;26;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 10:00;618;331;287;Leicht bewoelkt;27;28;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 11:00;793;412;381;Leicht bewoelkt;29;30;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 12:00;893;420;473;Leicht bewoelkt;30;31;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 13:00;1094;476;618;Leicht bewoelkt;31;32;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 14:00;928;449;479;Stellenweise Gewitter und Niederschlaege;31;31;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 15:00;1207;612;595;Stellenweise Gewitter und Niederschlaege;31;32;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 16:00;1160;557;603;Stellenweise Gewitter und Niederschlaege;31;32;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 17:00;1229;513;716;Sonnig;30;32;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 18:00;1016;415;601;Leichter Regenschauer;21;21;0.9;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 19:00;564;260;304;Starker Regenfall;17;17;8.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 20:00;399;202;197;Leichter Regenschauer;17;17;0.8;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 21:00;301;131;170;Nebel;16;16;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 22:00;274;129;145;Leichter Regenschauer;16;16;1.6;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
22.06.2023 23:00;135;55;80;Nebel;17;17;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 00:00;57;20;37;Leichter Regenschauer;15;13;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 01:00;29;12;17;Bedeckt;15;14;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 02:00;9;6;3;Bewoelkt;15;13;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 03:00;5;2;3;Leicht bewoelkt;14;13;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 04:00;10;4;6;Leicht bewoelkt;14;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 05:00;30;23;7;Leicht bewoelkt;14;13;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 06:00;165;87;78;Sonnig;15;15;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 07:00;931;558;373;Sonnig;17;17;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 08:00;892;502;390;Sonnig;19;19;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 09:00;906;558;348;Sonnig;20;20;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 10:00;658;366;292;Sonnig;21;21;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 11:00;798;395;403;Leicht bewoelkt;23;24;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 12:00;919;418;501;Sonnig;24;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 13:00;1167;518;649;Sonnig;24;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 14:00;932;486;446;Sonnig;24;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 15:00;977;444;533;Sonnig;23;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 16:00;969;455;514;Leicht bewoelkt;23;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 17:00;1061;511;550;Leicht bewoelkt;23;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 18:00;1001;484;517;Sonnig;21;21;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 19:00;892;431;461;Sonnig;20;20;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 20:00;611;321;290;Sonnig;17;17;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 21:00;506;219;287;Sonnig;14;14;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 22:00;385;156;229;Sonnig;13;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
23.06.2023 23:00;348;107;241;Leichter Nebel;12;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 00:00;227;71;156;Sonnig;12;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 01:00;150;37;113;Sonnig;11;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 02:00;82;38;44;Sonnig;11;10;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 03:00;62;29;33;Leichter Nebel;11;10;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 04:00;37;21;16;Leichter Nebel;10;9;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 05:00;36;24;12;Sonnig;10;9;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 06:00;81;50;31;Sonnig;13;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 07:00;126;73;53;Sonnig;16;16;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 08:00;302;161;141;Sonnig;18;18;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 09:00;603;358;245;Sonnig;20;20;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 10:00;776;445;331;Sonnig;22;24;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 11:00;763;418;345;Sonnig;24;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 12:00;793;413;380;Sonnig;26;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 13:00;767;397;370;Sonnig;26;26;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 14:00;807;394;413;Sonnig;27;26;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 15:00;848;440;408;Sonnig;27;26;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 16:00;797;416;381;Sonnig;27;26;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 17:00;868;442;426;Sonnig;27;27;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 18:00;941;499;442;Sonnig;26;26;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 19:00;746;411;335;Sonnig;23;25;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 20:00;642;313;329;Sonnig;17;17;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 21:00;557;241;316;Sonnig;15;14;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 22:00;514;193;321;Sonnig;14;13;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
24.06.2023 23:00;419;96;323;Sonnig;13;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
25.06.2023 00:00;331;78;253;Sonnig;13;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
25.06.2023 01:00;173;46;127;Sonnig;12;12;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
25.06.2023 02:00;168;44;124;Sonnig;12;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
25.06.2023 03:00;80;26;54;Sonnig;11;11;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
25.06.2023 04:00;37;21;16;Sonnig;11;10;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
25.06.2023 05:00;31;24;7;Sonnig;11;10;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
25.06.2023 06:00;67;42;25;Sonnig;13;14;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
25.06.2023 07:00;82;48;34;Sonnig;17;17;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
25.06.2023 08:00;163;99;64;Sonnig;19;19;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
